place,start time,end time,original downtime,unit,Ripe Atlas Confirmation Ratio,notes,downtime,Service Name
NY1,18 Sep 2022 20:18 PDT,18 Sep 2022 23:22 PDT,3.08,hours,NA,None,184.8,CenturyLink Cloud Servers
NY1,18 Sep 2022 02:59 PDT,18 Sep 2022 07:57 PDT,4.97,hours,NA,None,298.2,CenturyLink Cloud Servers
NY1,17 Sep 2022 07:21 PDT,17 Sep 2022 17:00 PDT,9.65,hours,NA,None,579.0,CenturyLink Cloud Servers
NY1,16 Sep 2022 00:48 PDT,17 Sep 2022 06:18 PDT,29.50,hours,NA,None,1770.0,CenturyLink Cloud Servers
NY1,15 Sep 2022 08:25 PDT,16 Sep 2022 00:06 PDT,15.68,hours,NA,None,940.8,CenturyLink Cloud Servers
NY1,14 Sep 2022 23:09 PDT,15 Sep 2022 05:47 PDT,6.64,hours,NA,None,398.4,CenturyLink Cloud Servers
NY1,14 Sep 2022 21:11 PDT,14 Sep 2022 22:33 PDT,1.36,hours,NA,None,81.60000000000001,CenturyLink Cloud Servers
NY1,14 Sep 2022 14:11 PDT,14 Sep 2022 15:55 PDT,1.74,hours,NA,None,104.4,CenturyLink Cloud Servers
NY1,13 Sep 2022 19:28 PDT,14 Sep 2022 04:07 PDT,8.65,hours,NA,None,519.0,CenturyLink Cloud Servers
NY1,13 Sep 2022 06:05 PDT,13 Sep 2022 08:04 PDT,1.98,hours,NA,None,118.8,CenturyLink Cloud Servers
NY1,12 Sep 2022 02:07 PDT,12 Sep 2022 07:58 PDT,5.85,hours,NA,None,351.0,CenturyLink Cloud Servers
NY1,11 Sep 2022 18:26 PDT,12 Sep 2022 01:24 PDT,6.97,hours,NA,None,418.2,CenturyLink Cloud Servers
NY1,11 Sep 2022 12:13 PDT,11 Sep 2022 14:42 PDT,2.47,hours,NA,None,148.20000000000002,CenturyLink Cloud Servers
NY1,11 Sep 2022 04:00 PDT,11 Sep 2022 09:00 PDT,5.01,hours,NA,None,300.59999999999997,CenturyLink Cloud Servers
NY1,10 Sep 2022 23:27 PDT,11 Sep 2022 03:03 PDT,3.60,hours,NA,None,216.0,CenturyLink Cloud Servers
NY1,10 Sep 2022 11:13 PDT,10 Sep 2022 20:30 PDT,9.28,hours,NA,None,556.8,CenturyLink Cloud Servers
NY1,09 Sep 2022 17:38 PDT,10 Sep 2022 01:03 PDT,7.42,hours,NA,None,445.2,CenturyLink Cloud Servers
NY1,09 Sep 2022 14:07 PDT,09 Sep 2022 16:08 PDT,2.02,hours,NA,None,121.2,CenturyLink Cloud Servers
NY1,08 Sep 2022 01:54 PDT,08 Sep 2022 06:00 PDT,4.09,hours,NA,None,245.39999999999998,CenturyLink Cloud Servers
NY1,07 Sep 2022 20:50 PDT,08 Sep 2022 01:20 PDT,4.51,hours,NA,None,270.59999999999997,CenturyLink Cloud Servers
NY1,07 Sep 2022 15:04 PDT,07 Sep 2022 17:57 PDT,2.89,hours,NA,None,173.4,CenturyLink Cloud Servers
NY1,07 Sep 2022 08:47 PDT,07 Sep 2022 12:01 PDT,3.23,hours,NA,None,193.8,CenturyLink Cloud Servers
NY1,07 Sep 2022 04:31 PDT,07 Sep 2022 08:14 PDT,3.72,hours,NA,None,223.20000000000002,CenturyLink Cloud Servers
NY1,06 Sep 2022 21:21 PDT,07 Sep 2022 00:46 PDT,3.42,hours,NA,None,205.2,CenturyLink Cloud Servers
NY1,06 Sep 2022 08:36 PDT,06 Sep 2022 09:46 PDT,1.16,hours,NA,None,69.6,CenturyLink Cloud Servers
NY1,05 Sep 2022 23:45 PDT,06 Sep 2022 06:38 PDT,6.88,hours,NA,None,412.8,CenturyLink Cloud Servers
NY1,05 Sep 2022 10:22 PDT,05 Sep 2022 10:31 PDT,8.25,mins,NA,None,8.25,CenturyLink Cloud Servers
NY1,05 Sep 2022 04:14 PDT,05 Sep 2022 07:15 PDT,3.01,hours,NA,None,180.6,CenturyLink Cloud Servers
NY1,03 Sep 2022 21:08 PDT,03 Sep 2022 22:20 PDT,1.20,hours,NA,None,72.0,CenturyLink Cloud Servers
NY1,03 Sep 2022 12:12 PDT,03 Sep 2022 18:44 PDT,6.54,hours,NA,None,392.4,CenturyLink Cloud Servers
NY1,03 Sep 2022 09:59 PDT,03 Sep 2022 10:43 PDT,44.37,mins,NA,None,44.37,CenturyLink Cloud Servers
NY1,03 Sep 2022 07:06 PDT,03 Sep 2022 07:45 PDT,39.07,mins,NA,None,39.07,CenturyLink Cloud Servers
NY1,02 Sep 2022 07:19 PDT,02 Sep 2022 07:52 PDT,33.45,mins,NA,None,33.45,CenturyLink Cloud Servers
NY1,01 Sep 2022 10:52 PDT,01 Sep 2022 11:02 PDT,9.25,mins,NA,None,9.25,CenturyLink Cloud Servers
NY1,01 Sep 2022 07:03 PDT,01 Sep 2022 09:29 PDT,2.43,hours,NA,None,145.8,CenturyLink Cloud Servers
NY1,30 Aug 2022 16:20 PDT,30 Aug 2022 17:30 PDT,1.16,hours,NA,None,69.6,CenturyLink Cloud Servers
NY1,30 Aug 2022 05:08 PDT,30 Aug 2022 11:02 PDT,5.90,hours,NA,None,354.0,CenturyLink Cloud Servers
NY1,29 Aug 2022 23:12 PDT,29 Aug 2022 23:55 PDT,43.00,mins,NA,None,43.0,CenturyLink Cloud Servers
NY1,29 Aug 2022 15:19 PDT,29 Aug 2022 15:24 PDT,5.85,mins,NA,None,5.85,CenturyLink Cloud Servers
NY1,28 Aug 2022 07:33 PDT,28 Aug 2022 08:05 PDT,32.13,mins,NA,None,32.13,CenturyLink Cloud Servers
NY1,28 Aug 2022 00:38 PDT,28 Aug 2022 02:04 PDT,1.44,hours,NA,None,86.39999999999999,CenturyLink Cloud Servers
NY1,26 Aug 2022 06:57 PDT,26 Aug 2022 08:01 PDT,1.07,hours,NA,None,64.2,CenturyLink Cloud Servers
NY1,25 Aug 2022 09:33 PDT,25 Aug 2022 14:29 PDT,4.93,hours,NA,None,295.79999999999995,CenturyLink Cloud Servers
DE1,22 Sep 2022 17:08 PDT,22 Sep 2022 23:58 PDT,6.83,hours,NA,None,409.8,CenturyLink Cloud Servers
DE1,21 Sep 2022 10:45 PDT,22 Sep 2022 00:56 PDT,14.18,hours,NA,None,850.8,CenturyLink Cloud Servers
DE1,20 Sep 2022 02:02 PDT,21 Sep 2022 10:06 PDT,32.06,hours,NA,None,1923.6000000000001,CenturyLink Cloud Servers
DE1,20 Sep 2022 01:21 PDT,20 Sep 2022 01:47 PDT,25.22,mins,NA,None,25.22,CenturyLink Cloud Servers
DE1,19 Sep 2022 14:35 PDT,19 Sep 2022 21:34 PDT,7.00,hours,NA,None,420.0,CenturyLink Cloud Servers
DE1,19 Sep 2022 06:51 PDT,19 Sep 2022 13:56 PDT,7.07,hours,NA,None,424.20000000000005,CenturyLink Cloud Servers
DE1,18 Sep 2022 23:00 PDT,19 Sep 2022 06:19 PDT,7.33,hours,NA,None,439.8,CenturyLink Cloud Servers
DE1,18 Sep 2022 06:54 PDT,18 Sep 2022 22:21 PDT,15.45,hours,NA,None,927.0,CenturyLink Cloud Servers
DE1,17 Sep 2022 23:12 PDT,18 Sep 2022 06:26 PDT,7.24,hours,NA,None,434.40000000000003,CenturyLink Cloud Servers
DE1,17 Sep 2022 07:27 PDT,17 Sep 2022 22:12 PDT,14.73,hours,NA,None,883.8000000000001,CenturyLink Cloud Servers
DE1,17 Sep 2022 00:06 PDT,17 Sep 2022 06:59 PDT,6.89,hours,NA,None,413.4,CenturyLink Cloud Servers
DE1,16 Sep 2022 16:21 PDT,16 Sep 2022 22:59 PDT,6.63,hours,NA,None,397.8,CenturyLink Cloud Servers
DE1,16 Sep 2022 08:32 PDT,16 Sep 2022 16:10 PDT,7.63,hours,NA,None,457.8,CenturyLink Cloud Servers
DE1,15 Sep 2022 22:53 PDT,16 Sep 2022 08:14 PDT,9.34,hours,NA,None,560.4,CenturyLink Cloud Servers
DE1,15 Sep 2022 15:00 PDT,15 Sep 2022 22:01 PDT,7.02,hours,NA,None,421.2,CenturyLink Cloud Servers
DE1,15 Sep 2022 08:46 PDT,15 Sep 2022 12:12 PDT,3.42,hours,NA,None,205.2,CenturyLink Cloud Servers
DE1,15 Sep 2022 01:47 PDT,15 Sep 2022 08:19 PDT,6.54,hours,NA,None,392.4,CenturyLink Cloud Servers
DE1,14 Sep 2022 05:50 PDT,14 Sep 2022 15:42 PDT,9.88,hours,NA,None,592.8000000000001,CenturyLink Cloud Servers
DE1,13 Sep 2022 16:23 PDT,13 Sep 2022 22:05 PDT,5.71,hours,NA,None,342.6,CenturyLink Cloud Servers
DE1,13 Sep 2022 10:37 PDT,13 Sep 2022 15:54 PDT,5.28,hours,NA,None,316.8,CenturyLink Cloud Servers
DE1,12 Sep 2022 04:38 PDT,12 Sep 2022 07:58 PDT,3.33,hours,NA,None,199.8,CenturyLink Cloud Servers
DE1,11 Sep 2022 21:53 PDT,12 Sep 2022 01:00 PDT,3.12,hours,NA,None,187.20000000000002,CenturyLink Cloud Servers
DE1,11 Sep 2022 08:57 PDT,11 Sep 2022 16:38 PDT,7.68,hours,NA,None,460.79999999999995,CenturyLink Cloud Servers
DE1,10 Sep 2022 22:35 PDT,11 Sep 2022 02:52 PDT,4.28,hours,NA,None,256.8,CenturyLink Cloud Servers
DE1,10 Sep 2022 14:19 PDT,10 Sep 2022 17:01 PDT,2.71,hours,NA,None,162.6,CenturyLink Cloud Servers
DE1,10 Sep 2022 08:16 PDT,10 Sep 2022 11:51 PDT,3.58,hours,NA,None,214.8,CenturyLink Cloud Servers
DE1,09 Sep 2022 04:11 PDT,09 Sep 2022 08:06 PDT,3.92,hours,NA,None,235.2,CenturyLink Cloud Servers
DE1,08 Sep 2022 20:21 PDT,08 Sep 2022 23:47 PDT,3.42,hours,NA,None,205.2,CenturyLink Cloud Servers
DE1,08 Sep 2022 15:53 PDT,08 Sep 2022 16:00 PDT,7.30,mins,NA,None,7.3,CenturyLink Cloud Servers
DE1,08 Sep 2022 05:22 PDT,08 Sep 2022 06:45 PDT,1.38,hours,NA,None,82.8,CenturyLink Cloud Servers
DE1,08 Sep 2022 04:06 PDT,08 Sep 2022 04:25 PDT,19.22,mins,NA,None,19.22,CenturyLink Cloud Servers
DE1,07 Sep 2022 17:59 PDT,07 Sep 2022 23:39 PDT,5.67,hours,NA,None,340.2,CenturyLink Cloud Servers
DE1,07 Sep 2022 12:25 PDT,07 Sep 2022 14:28 PDT,2.05,hours,NA,None,122.99999999999999,CenturyLink Cloud Servers
DE1,07 Sep 2022 07:12 PDT,07 Sep 2022 07:56 PDT,44.50,mins,NA,None,44.5,CenturyLink Cloud Servers
DE1,06 Sep 2022 16:02 PDT,06 Sep 2022 16:16 PDT,13.40,mins,NA,None,13.4,CenturyLink Cloud Servers
DE1,06 Sep 2022 11:51 PDT,06 Sep 2022 13:28 PDT,1.62,hours,NA,None,97.2,CenturyLink Cloud Servers
DE1,06 Sep 2022 02:34 PDT,06 Sep 2022 07:56 PDT,5.36,hours,NA,None,321.6,CenturyLink Cloud Servers
DE1,05 Sep 2022 17:07 PDT,05 Sep 2022 20:50 PDT,3.72,hours,NA,None,223.20000000000002,CenturyLink Cloud Servers
DE1,04 Sep 2022 07:30 PDT,04 Sep 2022 07:51 PDT,20.80,mins,NA,None,20.8,CenturyLink Cloud Servers
DE1,03 Sep 2022 19:54 PDT,04 Sep 2022 03:29 PDT,7.59,hours,NA,None,455.4,CenturyLink Cloud Servers
DE1,03 Sep 2022 14:56 PDT,03 Sep 2022 17:01 PDT,2.08,hours,NA,None,124.80000000000001,CenturyLink Cloud Servers
DE1,03 Sep 2022 07:23 PDT,03 Sep 2022 07:30 PDT,6.67,mins,NA,None,6.67,CenturyLink Cloud Servers
DE1,02 Sep 2022 12:26 PDT,02 Sep 2022 14:58 PDT,2.53,hours,NA,None,151.79999999999998,CenturyLink Cloud Servers
DE1,02 Sep 2022 02:19 PDT,02 Sep 2022 04:14 PDT,1.92,hours,NA,None,115.19999999999999,CenturyLink Cloud Servers
DE1,01 Sep 2022 19:24 PDT,02 Sep 2022 00:21 PDT,4.96,hours,NA,None,297.6,CenturyLink Cloud Servers
DE1,01 Sep 2022 07:25 PDT,01 Sep 2022 07:59 PDT,34.03,mins,NA,None,34.03,CenturyLink Cloud Servers
DE1,30 Aug 2022 07:27 PDT,30 Aug 2022 08:02 PDT,34.62,mins,NA,None,34.62,CenturyLink Cloud Servers
DE1,30 Aug 2022 01:18 PDT,30 Aug 2022 04:00 PDT,2.71,hours,NA,None,162.6,CenturyLink Cloud Servers
DE1,29 Aug 2022 12:02 PDT,29 Aug 2022 13:31 PDT,1.48,hours,NA,None,88.8,CenturyLink Cloud Servers
DE1,29 Aug 2022 06:30 PDT,29 Aug 2022 07:00 PDT,29.57,mins,NA,None,29.57,CenturyLink Cloud Servers
DE1,28 Aug 2022 20:21 PDT,29 Aug 2022 03:39 PDT,7.30,hours,NA,None,438.0,CenturyLink Cloud Servers
DE1,28 Aug 2022 18:38 PDT,28 Aug 2022 19:13 PDT,34.33,mins,NA,None,34.33,CenturyLink Cloud Servers
DE1,28 Aug 2022 13:14 PDT,28 Aug 2022 15:22 PDT,2.14,hours,NA,None,128.4,CenturyLink Cloud Servers
DE1,27 Aug 2022 07:40 PDT,27 Aug 2022 08:03 PDT,23.58,mins,NA,None,23.58,CenturyLink Cloud Servers
DE1,25 Aug 2022 01:51 PDT,25 Aug 2022 08:03 PDT,6.21,hours,NA,None,372.6,CenturyLink Cloud Servers
DE1,25 Aug 2022 00:24 PDT,25 Aug 2022 00:46 PDT,22.03,mins,NA,None,22.03,CenturyLink Cloud Servers
DE3,22 Sep 2022 05:20 PDT,22 Sep 2022 12:20 PDT,7.00,hours,NA,None,420.0,CenturyLink Cloud Servers
DE3,21 Sep 2022 14:10 PDT,22 Sep 2022 04:09 PDT,13.99,hours,NA,None,839.4,CenturyLink Cloud Servers
DE3,21 Sep 2022 08:23 PDT,21 Sep 2022 13:11 PDT,4.80,hours,NA,None,288.0,CenturyLink Cloud Servers
DE3,20 Sep 2022 23:13 PDT,21 Sep 2022 07:01 PDT,7.80,hours,NA,None,468.0,CenturyLink Cloud Servers
DE3,20 Sep 2022 14:41 PDT,20 Sep 2022 18:43 PDT,4.03,hours,NA,None,241.8,CenturyLink Cloud Servers
DE3,19 Sep 2022 20:39 PDT,20 Sep 2022 14:16 PDT,17.62,hours,NA,None,1057.2,CenturyLink Cloud Servers
DE3,18 Sep 2022 10:42 PDT,19 Sep 2022 19:32 PDT,32.83,hours,NA,None,1969.8,CenturyLink Cloud Servers
DE3,17 Sep 2022 20:34 PDT,18 Sep 2022 07:57 PDT,11.39,hours,NA,None,683.4000000000001,CenturyLink Cloud Servers
DE3,17 Sep 2022 09:18 PDT,17 Sep 2022 20:04 PDT,10.77,hours,NA,None,646.1999999999999,CenturyLink Cloud Servers
DE3,17 Sep 2022 07:30 PDT,17 Sep 2022 08:33 PDT,1.06,hours,NA,None,63.6,CenturyLink Cloud Servers
DE3,16 Sep 2022 16:26 PDT,17 Sep 2022 07:01 PDT,14.59,hours,NA,None,875.4,CenturyLink Cloud Servers
DE3,16 Sep 2022 09:57 PDT,16 Sep 2022 15:25 PDT,5.47,hours,NA,None,328.2,CenturyLink Cloud Servers
DE3,15 Sep 2022 21:56 PDT,16 Sep 2022 06:52 PDT,8.94,hours,NA,None,536.4,CenturyLink Cloud Servers
DE3,15 Sep 2022 06:08 PDT,15 Sep 2022 07:57 PDT,1.82,hours,NA,None,109.2,CenturyLink Cloud Servers
DE3,14 Sep 2022 22:40 PDT,15 Sep 2022 05:29 PDT,6.82,hours,NA,None,409.20000000000005,CenturyLink Cloud Servers
DE3,14 Sep 2022 15:41 PDT,14 Sep 2022 18:18 PDT,2.61,hours,NA,None,156.6,CenturyLink Cloud Servers
DE3,14 Sep 2022 09:42 PDT,14 Sep 2022 15:31 PDT,5.80,hours,NA,None,348.0,CenturyLink Cloud Servers
DE3,13 Sep 2022 21:15 PDT,14 Sep 2022 04:05 PDT,6.84,hours,NA,None,410.4,CenturyLink Cloud Servers
DE3,13 Sep 2022 18:23 PDT,13 Sep 2022 20:48 PDT,2.42,hours,NA,None,145.2,CenturyLink Cloud Servers
DE3,13 Sep 2022 14:42 PDT,13 Sep 2022 14:53 PDT,11.03,mins,NA,None,11.03,CenturyLink Cloud Servers
DE3,13 Sep 2022 02:00 PDT,13 Sep 2022 03:37 PDT,1.60,hours,NA,None,96.0,CenturyLink Cloud Servers
DE3,12 Sep 2022 20:49 PDT,12 Sep 2022 23:09 PDT,2.34,hours,NA,None,140.39999999999998,CenturyLink Cloud Servers
DE3,12 Sep 2022 11:53 PDT,12 Sep 2022 15:59 PDT,4.10,hours,NA,None,245.99999999999997,CenturyLink Cloud Servers
DE3,12 Sep 2022 07:33 PDT,12 Sep 2022 10:14 PDT,2.69,hours,NA,None,161.4,CenturyLink Cloud Servers
DE3,12 Sep 2022 01:30 PDT,12 Sep 2022 03:48 PDT,2.30,hours,NA,None,138.0,CenturyLink Cloud Servers
DE3,11 Sep 2022 19:30 PDT,11 Sep 2022 22:53 PDT,3.40,hours,NA,None,204.0,CenturyLink Cloud Servers
DE3,11 Sep 2022 15:02 PDT,11 Sep 2022 16:12 PDT,1.16,hours,NA,None,69.6,CenturyLink Cloud Servers
DE3,10 Sep 2022 23:49 PDT,11 Sep 2022 02:28 PDT,2.65,hours,NA,None,159.0,CenturyLink Cloud Servers
DE3,10 Sep 2022 13:46 PDT,10 Sep 2022 20:05 PDT,6.32,hours,NA,None,379.20000000000005,CenturyLink Cloud Servers
DE3,10 Sep 2022 13:33 PDT,10 Sep 2022 13:36 PDT,3.08,mins,NA,None,3.08,CenturyLink Cloud Servers
DE3,10 Sep 2022 09:03 PDT,10 Sep 2022 09:39 PDT,35.62,mins,NA,None,35.62,CenturyLink Cloud Servers
DE3,09 Sep 2022 08:01 PDT,09 Sep 2022 10:12 PDT,2.18,hours,NA,None,130.8,CenturyLink Cloud Servers
DE3,08 Sep 2022 15:51 PDT,08 Sep 2022 16:20 PDT,28.67,mins,NA,None,28.67,CenturyLink Cloud Servers
